Restaurant,Food Item,Category,Price,View on Zomato,Restaurant Price (for one)
Dayaram Sweets,Kaju Biscuit,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Kaju Roll,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Choco Cashew Bites,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Rose Kaju Bites,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Milk Kaju Bites,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Kaju Anjeer Roll,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Kaju Crunch,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Kaju Pista Crunch,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Annamayya Laddu,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Ghee Motichoor Laddu,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Motichoor Laddu,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Gheebesan Laddu,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Sweet Boondi,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Motipak,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Oil Boondi Laddu,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Roast Kalakand,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Ajmeri Kalakand,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,White Kalakand,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Cashew Dry Fruit Kalakand,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Honey Kalakand,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Dry Fruit Laddu,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Milk Mysorpak,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Malai Laddu,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Ice Creame Burfi Ghee,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Ghee Mysorpak,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Malapuri,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Yellow Sompapdi Ghee,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Gulkand Ghee Mysore Pak,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Ghee Sweets,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Andhra Sweets Mixing,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Kalakand Assorted,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Dry Fruits,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Mango Jelly (250 grams),,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Dry Cherry Premium (200 grams),,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Dry Fruit Barfi,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Dry Kiwi (250 grams),,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Kimia Dates (500 grams),,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Soups,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Veg Manchow Soup,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Veg Hot And Sour Soup,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Veg Sweet Corn Soup,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Veg Noodles Soup,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Dragon Soup,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Apricot Delight,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Pickle & Podi,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Lemon Pickle,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Tomato Pickle,,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Mango Pickle (300 g),,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Tamarind Pickle (300 g),,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Avakai (300 g),,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Mix Veg Pickle (300 g),,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Dayaram Sweets,Red Chilli Pickle (300 g),,,https://www.zomato.com/visakhapatnam/dayaram-sweets-maddilapalem-vizag/order,
Snow Dunes,Today's Exclusive Dishes,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chicken Pizza + Drink,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chicken Nuggets with Choco Chip Brownie [1 Piece],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Paneer Grilled Sandwich Offers(2+1),,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Cakes,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Choco Butterscotch,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chocolate Symphony Cool Cake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chocolate Truffle Cool Cake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Milky Butterscotch Cool Cake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Vanilla Delight Cool Cake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Crunchy Chocolate Cool Cake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Pizza,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Veg Pizza [7 inches],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Paneer Pizza [7 inches],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mushroom Pizza [7 inches],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chicken Pizza [7 inches],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Tandoori Chicken Pizza [7 inches],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mini Veg No Cheese Pizza Special [4.5 Inches],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mini Paneer No Cheese Pizza Special [4.5 Inches],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mini Chicken No Cheese Pizza Special [4.5 Inches],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mini Veg Pizza [4.5 inches],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mini Paneer Pizza [4.5 inches],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mini Mushroom Pizza [4.5 inches],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mini Chicken Pizza [4.5 inches],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mini Tandoori Pizza [4.5 inches],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Burgers and Sandwiches,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Veg Patty Burger,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Paneer Steak Burger,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chicken Patty Burger,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chicken Patty Steak Burger,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Veg Plain Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Cheese Grilled Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Cheese Blast Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Paneer Grilled Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mushroom Grilled Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chocolate Grilled Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Veg Grilled Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Egg Cheese Grilled Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Plain Chicken Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chicken Grilled Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Ice Creams & Milkshakes,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Vanilla Frozen [4 litres],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Strawberry Frozen [4 litres],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chocolate Frozen [4 litres],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Butterscotch Frozen [4 litres],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Pista Frozen [4 litres],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chocochip Frozen [4 Litres],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Virgin Mojito,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Green Apple Mojito,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Vanilla Milkshake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Blackcurrant Milkshake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Pineapple Milkshake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Strawberry Milkshake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Litchi Milkshake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mango Milkshake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Orange Milkshake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chocolate Milkshake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Butterscotch Milkshake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Kiwi Milkshake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Black Forest Milkshake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mocha Caramel,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Coconut Ginger Caramel,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Fried Rice,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Veg Fried Rice,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Paneer Fried Rice,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mushroom Fried Rice,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Egg Fried Rice,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chicken Fried Rice,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Sharwarma Chicken Fried Rice,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Noodles,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Veg Noodles,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Egg Noodles,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Paneer Noodles,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mushroom Noodles,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chicken Noodles,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Sharwarma Chicken Noodles,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Just Nice Combos,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Paneer Pizza + Drink,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chicken Grilled Sandwich + Drink,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Snacks,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Veg Puff,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Egg Puff,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Milk Cake,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,French Fries,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chicken Nuggets,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Sandwich Specialities,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Veg Pesto Grilled Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Double Egg Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Peri Peri Chicken Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Pesto Chicken Grilled Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Indian Special Club Sandwich,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Salads,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Special Fruit Salad,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Fruit Salad,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Fruit Chaat Salad,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Pastries,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chocolate Truffle,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Checkmate Pastry,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Pineapple Delight,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Vanilla Choco,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Melting Brownie,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Red Velvet Pastry,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chocochip Brownie,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Walnut Brownie,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Vanilla Pastry [Pack of 2],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Truffle [6 Layer],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Truffle Pastry [Pack of 2],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Milky Butterscotch,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Vanilla Delight,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chocolate Butterscotch,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chocolate Symphony,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Crunchy Chocolate Pastry,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Death By Chocolate,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,4 Layered Truffle Pastry,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Breads,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Milk Bread,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Brown Bread,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Sandwich Bread,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Rusks,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Masala Bread,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Pizza Base [7.0 inches],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Combo And Party Packs,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Paneer Pizza Offers (2+1),,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Tandoori Chicken Grilled Sandwich Offers (2+1),,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Tandoori Chicken Pizza Offers (2+1),,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Extra,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Ketchup [5 Packets],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Quick & Hot,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Veg Fried Rice [1 Set] with Paneer Curry and Beverage [250 ml],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chicken Fried Rice [1 Set] with Chicken Curry and Beverage [250 ml],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Veg Noodles with Veg Manchurian Dry with Beverage [250 ml],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Chicken Noodles with Chicken Manchurian Dry with Beverage [250 ml],,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Meals For One,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mini Veg Noodles,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mini Chicken Grilled Sandwich Combo,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mini Chicken Pizza Combo,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Snow Dunes,Mini Veg Pizza Combo,,,https://www.zomato.com/visakhapatnam/snow-dunes-dwaraka-nagar-vizag/order,
Hotel Maa Nethi Vindu,Idly,,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Ghee Button Idli [10 Pieces],,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Ghee Button Sambar Idly,,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Ghee Idli [2 Pieces],,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Ghee Masala Idli [2 Pieces],,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Ghee Sambar Idli [2 Pieces],,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Nethi Aviri Kudumu [1 Piece],,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Plain Idli [2 Pieces],,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Sambar Idli [2 Pieces],,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Maa Special Tiffin,,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Chapati,,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Dahi Vada,,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Ghee Chapati,,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Ghee Hot Pongal,,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Ghee Masala Upma,,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Ghee Parota,,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Ghee Plain Upma,,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Ghee Sambar Vada [2 Vada],,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Ghee Sweet Pongal,,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Mysore Bajji,,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Nethi Vindu Special Tiffin,,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
Hotel Maa Nethi Vindu,Parota,,,https://www.zomato.com/visakhapatnam/hotel-maa-nethi-vindu-ram-nagar-vizag/order,
