Restaurant,Food Item,Cuisine,Price,Rating,Rating Count,View on Swiggy
The back benchers,Crispy Chicken Legs( 2 Pcs) + Coke 200 Ml,"Pizzas,Fast Food",290,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Crispy Chicken Boneless Strips(4 Pcs) + Coke 200 Ml,"Pizzas,Fast Food",270,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Crispy Chicken Popcorn + Coke 200 Ml,"Pizzas,Fast Food",299,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Chicken Sandwich + Coke 200 Ml,"Pizzas,Fast Food",270,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Veg Sandwich + Coke 200 Ml,"Pizzas,Fast Food",260,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Chicken Burger + Coke 200 Ml,"Pizzas,Fast Food",270,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Veg Burger + Coke 200 Ml,"Pizzas,Fast Food",260,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Tandoori Chicken Pizza 8 Inch 8 Pcs + Coke 200 Ml,"Pizzas,Fast Food",349,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Crispy Chicken Lollipop 3 Pcs + Coke 200 M,"Pizzas,Fast Food",260,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Crispy Chicken Hotwings(4 Pcs) + Coke 200 Mcs,"Pizzas,Fast Food",260,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,American Sweetcorn Pizza 8 Inch 8 Pcs + Coke 200m,"Pizzas,Fast Food",310,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Hot Wings(4) + Lollipop (4)+ Drink [200ml],"Pizzas,Fast Food",480,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Chicken Popcorn + Lollipop(4) + Wings(4) + Drink [200ml],"Pizzas,Fast Food",600,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Chicken Burger + French Fries + Drink Mi,"Pizzas,Fast Food",420,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Veg Burger + French Fries + Drink [200ml],"Pizzas,Fast Food",399,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Chicken Burger + Crispy Chicken Joints [2pcs],"Pizzas,Fast Food",420,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Non Veg Combo Meal,"Pizzas,Fast Food",629,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Pizza Partner Meal [non Veg],"Pizzas,Fast Food",620,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Burger Buddy Meal [veg],"Pizzas,Fast Food",479,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Super 6,"Pizzas,Fast Food",620,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Big Bucket Meal,"Pizzas,Fast Food",799,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Veg Combo Meal,"Pizzas,Fast Food",600,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Super 4s Bucket Meal,"Pizzas,Fast Food",470,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Veg Mayo Sandwich,"Pizzas,Fast Food",240,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Spicy Veg Mayo Sandwich,"Pizzas,Fast Food",250,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Veg Mayo Club Sandwich,"Pizzas,Fast Food",270,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Veg Cheese Club Sandwich,"Pizzas,Fast Food",270,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Mushroom Sandwich,"Pizzas,Fast Food",250,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Sweetcorn Sandwich,"Pizzas,Fast Food",250,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Paneer Sandwich,"Pizzas,Fast Food",280,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Babycorn Sandwich,"Pizzas,Fast Food",250,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Paneer & Sweetcorn Club Sandwich,"Pizzas,Fast Food",299,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Paneer Club Sandwich,"Pizzas,Fast Food",299,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Chicken Sandwich,"Pizzas,Fast Food",259,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Spicy Chicken Sandwich,"Pizzas,Fast Food",270,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Tandoori Chicken Sandwich,"Pizzas,Fast Food",270,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Sweetcorn Chicken Sandwich,"Pizzas,Fast Food",280,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Paneer Chicken Sandwich,"Pizzas,Fast Food",290,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Bbq Chicken Sandwich,"Pizzas,Fast Food",280,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Chicken Club Sandwich,"Pizzas,Fast Food",290,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Chicken Cheese Blast Sandwich,"Pizzas,Fast Food",280,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Crispy Chicken Lollipop [6pcs],"Pizzas,Fast Food",320,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Crispy Chicken Lollipop [12pcs],"Pizzas,Fast Food",549,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Crispy Chicken Hotwings [6pcs],"Pizzas,Fast Food",299,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Crispy Chicken Hotwings [12pcs],"Pizzas,Fast Food",540,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Crispy Chicken Boneless Strips [6pcs],"Pizzas,Fast Food",310,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Crispy Chicken Boneless Strips [12pcs],"Pizzas,Fast Food",520,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Crispy Chicken Leg [2pcs],"Pizzas,Fast Food",290,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Chicken Fingers [6pcs],"Pizzas,Fast Food",260,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Chicken Nuggets [10pcs],"Pizzas,Fast Food",260,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Classic Veg Burger,"Pizzas,Fast Food",250,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Cheesy Veg Burger,"Pizzas,Fast Food",260,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Aloo Patty Burger,"Pizzas,Fast Food",240,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Healthy Paneer Burger,"Pizzas,Fast Food",260,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Veg Patty Burger [Double],"Pizzas,Fast Food",280,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Spicy Veg Burger,"Pizzas,Fast Food",260,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Tandoori Paneer Burger,"Pizzas,Fast Food",270,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Grilled Tandoori Paneer Burger,"Pizzas,Fast Food",270,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Classic Chicken Burger,"Pizzas,Fast Food",260,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Cheesy Chicken Burger,"Pizzas,Fast Food",270,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Crispy Chicken Burger,"Pizzas,Fast Food",270,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Bbq Spicy Chicken Burger,"Pizzas,Fast Food",270,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Chicken Patty Burger [Double],"Pizzas,Fast Food",290,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Paneer Chicken Burger,"Pizzas,Fast Food",290,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Tandoori Chicken Burger,"Pizzas,Fast Food",290,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Sweet Corn Samosa [6pcs],"Pizzas,Fast Food",235,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Classic French Fries,"Pizzas,Fast Food",230,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Masala French Fries,"Pizzas,Fast Food",240,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Veg Spring Rolls [6pcs],"Pizzas,Fast Food",240,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Aloo Cutlet [4pcs],"Pizzas,Fast Food",240,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,Cheesy Veg Nuggets,"Pizzas,Fast Food",260,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Classic Veg Pizza [9 inches,8 pcs]","Pizzas,Fast Food",299,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Spicy Veggie Pizza [9 inches,8 pcs]","Pizzas,Fast Food",299,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Spicy Triple Tango Pizza [9 inches,8 pcs]","Pizzas,Fast Food",299,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Mexican Greenwave Pizza [9 inches,8 pcs]","Pizzas,Fast Food",299,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"American Sweetcorn Pizza [9 inches,8 pcs]","Pizzas,Fast Food",310,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Seasoned Babycorn Pizza [9 inches,8 pcs]","Pizzas,Fast Food",310,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Paneer Delight Pizza [9 inches,8 pcs]","Pizzas,Fast Food",340,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Paneer Overload Pizza [9 inches,8 pcs]","Pizzas,Fast Food",360,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Tandoori Paneer Pizza [9 inches,8 pcs]","Pizzas,Fast Food",360,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Chilli Paneer Pizza [9 inches,8 pcs]","Pizzas,Fast Food",360,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Fried Mushroom Pizza [9 inches,8 pcs]","Pizzas,Fast Food",310,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Double Cheese Margherita Pizza [9 inches,8 pcs]","Pizzas,Fast Food",320,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Bbq Paneer Pizza [9 inches,8 pcs]","Pizzas,Fast Food",360,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Veg Overload Pizza [9 inches,8 pcs]","Pizzas,Fast Food",380,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Chefs Veg Wonder Pizza [9 inches,8 pcs]","Pizzas,Fast Food",385,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Peppy Paneer Pizza [9 inches,8 pcs]","Pizzas,Fast Food",380,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Peppy Babycorn Pizza [9 inches,8 pcs]","Pizzas,Fast Food",340,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Peppy Mushroom Pizza [9 inches,8 pcs]","Pizzas,Fast Food",340,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Peppy Sweetcorn Pizza [9 inches,8 pcs]","Pizzas,Fast Food",340,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Classic Chicken Pizza [9 inches,8 pcs]","Pizzas,Fast Food",370,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Chicken Dominator Pizza [9 inches,8 pcs]","Pizzas,Fast Food",380,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Chilli Chicken Pizza [9 inches,8 pcs]","Pizzas,Fast Food",370,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Tandoori Chicken Pizza [9 inches,8 pcs]","Pizzas,Fast Food",370,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Sweetcorn Chicken Pizza [9 inches,8 pcs]","Pizzas,Fast Food",370,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Baby Corn Chicken Pizza [9 inches,8 pcs]","Pizzas,Fast Food",370,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Mushroom Chicken Pizza [9 inches,8 pcs]","Pizzas,Fast Food",370,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Paneer Chicken Pizza [9 inches,8 pcs]","Pizzas,Fast Food",380,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Peppy Bbq Chicken [9 inches,8 pcs]","Pizzas,Fast Food",380,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
The back benchers,"Non Veg Chefs Special Pizza [9 inches,8 pcs]","Pizzas,Fast Food",390,--,Too Few Ratings,https://www.swiggy.com/restaurants/the-back-benchers-n-a-d-vizag-478475
Fairfield By Marriott,Chilli Chicken,"South Indian,Andhra",385,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Fry Piece Chicken Biryani,"South Indian,Andhra",319,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Egg Fried Rice,"South Indian,Andhra",275,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Veg Fried Rice,"South Indian,Andhra",275,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Egg Noodles,"South Indian,Andhra",275,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Chicken Noodles,"South Indian,Andhra",319,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Veg Noodles,"South Indian,Andhra",275,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Paneer Butter Masala,"South Indian,Andhra",330,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Dal Tadka,"South Indian,Andhra",220,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Chicken Fried Pcs Biryani,"South Indian,Andhra",319,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Curd Rice,"South Indian,Andhra",220,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Starter Combo 1 + 1,"South Indian,Andhra",439,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Paneer Butter Masala Combo,"South Indian,Andhra",439,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Veg Noodles Combo,"South Indian,Andhra",329,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Non- Veg Party Pack (Service For 2),"South Indian,Andhra",659,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Chicken Sandwich,"South Indian,Andhra",200,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Veg Sandwich,"South Indian,Andhra",150,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,French Toast,"South Indian,Andhra",200,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Masala Omelette,"South Indian,Andhra",250,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Pan Cake,"South Indian,Andhra",150,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Paratha,"South Indian,Andhra",150,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Poori,"South Indian,Andhra",150,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Dosa,"South Indian,Andhra",150,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Idli,"South Indian,Andhra",150,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Waffle,"South Indian,Andhra",200,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Bakers Basket,"South Indian,Andhra",299,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Chilli Baby Corn & Mushroom,"South Indian,Andhra",300,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Crispy Corn Salt And Pepper,"South Indian,Andhra",275,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Malai Tawa Paneer,"South Indian,Andhra",330,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Chilly Paneer,"South Indian,Andhra",330,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Veg Manchurian,"South Indian,Andhra",275,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Fish Fingers In Tartar Sauce,"South Indian,Andhra",385,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Andhra Royyalu Veppudu,"South Indian,Andhra",539,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Andhra Pepper Chicken,"South Indian,Andhra",350,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Chilly Garlic Loose Prawns,"South Indian,Andhra",539,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Basil Chilly Fish,"South Indian,Andhra",385,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Schezwan Chicken,"South Indian,Andhra",385,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Mamsam Jedi Pappu Vepudu,"South Indian,Andhra",539,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Tawa Fish,"South Indian,Andhra",350,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Gutti Vankaya Kura,"South Indian,Andhra",330,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Aloo Gobi Shimla Mirch,"South Indian,Andhra",275,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Andhra Vegetable Korma,"South Indian,Andhra",275,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Puttagodugu Allam Green Peas Curry,"South Indian,Andhra",385,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Butter Chicken,"South Indian,Andhra",385,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Nellore Chapala Pulusu,"South Indian,Andhra",385,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Andhra Royyalu Igguru,"South Indian,Andhra",539,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Kodi Igguru,"South Indian,Andhra",385,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Gongura Mamsam,"South Indian,Andhra",539,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Dal Makhani,"South Indian,Andhra",330,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Lasooni Dal Tadka,"South Indian,Andhra",220,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Dal Panchmel,"South Indian,Andhra",330,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Paratha (1 Pc),"South Indian,Andhra",83,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Vegetable Tawa Pullao,"South Indian,Andhra",275,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Chicken Fried Rice,"South Indian,Andhra",319,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
Fairfield By Marriott,Andhra Chicken Curry,"South Indian,Andhra",385,3.3,20+ ratings,https://www.swiggy.com/restaurants/fairfield-by-marriott-madhavadhara-nstl-vizag-290743
